	SEQ.1	SEQ.2	SEQ.3	SEQ.4	SEQ.5	SEQ.6	SEQ.7	SEQ.8	SEQ.9	SEQ.10	SEQ.11	SEQ.12	SEQ.13	SEQ.14	SEQ.15	SEQ.16	SEQ.17	SEQ.18	SEQ.19	SEQ.20	SEQ.21	SEQ.22	SEQ.23	SEQ.24	SEQ.25	SEQ.26	SEQ.27	SEQ.28	SEQ.29	SEQ.30	SEQ.31	SEQ.32	SEQ.33	SEQ.34	SEQ.35	SEQ.36	SEQ.37	SEQ.38	SEQ.39	SEQ.40	SEQ.41	SEQ.42	SEQ.43	SEQ.44	SEQ.45	SEQ.46	SEQ.47	SEQ.48	SEQ.49	SEQ.50	SEQ.51	SEQ.52	SEQ.53	SEQ.54	SEQ.55	SEQ.56	SEQ.57	SEQ.58	SEQ.59	SEQ.60	SEQ.61	SEQ.62	SEQ.63	SEQ.64	SEQ.65	SEQ.66	SEQ.67	SEQ.68	SEQ.69	SEQ.70
k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_breve;t__Bifidobacterium_breve_GCF_002838305.1_GTDB.r202	0	0	0	0	0	0	0	0	0	0	44	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_breve;t__Bifidobacterium_breve_GCF_002838325.1_GTDB.r202	0	3	2	1	0	0	0	0	0	1	4	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	1	0	0	0	0	0	0	0	0	2	3	13	0	1	0	0	4	6	0	3	2	2	3	5	0	0	7	0	1	12	0	1	5	4	0	0	7	0	0	4	0
k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_breve;t__Bifidobacterium_breve_GCF_002838345.1_GTDB.r202	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_breve;t__Bifidobacterium_breve_GCF_002838365.1_GTDB.r202	0	0	0	0	0	0	0	0	0	0	0	0	14	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_breve;t__Other	0	0	0	0	0	0	0	0	0	0	86	0	18	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1	150	0	79	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_catenulatum;t__Bifidobacterium_catenulatum_GCF_001025195.1_GTDB.r202	0	0	0	0	0	0	0	0	0	0	1284	0	84	0	548	0	0	0	0	13	0	17	0	0	0	0	0	0	31	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	201	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_choerinum;t__Bifidobacterium_choerinum_GCF_000741135.1_GTDB.r202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_choerinum;t__Bifidobacterium_choerinum_GCF_002761235.1_GTDB.r202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_choerinum;t__Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_criceti;t__Bifidobacterium_criceti_Dunbar_p2_metabat2_high_PE.041.contigs_GTDB.r202	0	0	0	0	0	0	0	0	0	0	236	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_gallinarum;t__Bifidobacterium_gallinarum_GCF_000741215.1_GTDB.r202	0	0	0	0	0	0	0	0	0	0	20380	6548	954	0	22572	0	0	0	0	0	0	364	0	0	0	0	0	0	0	0	0	0	0	100	1226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	908	0	0	0	0	190	39268	0	3968	0	0	28	0	0	0	0	0	0
k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_globosum;t__Bifidobacterium_globosum_Ash_p2_metabat2_high_PE.017.contigs_GTDB.r202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_globosum;t__Bifidobacterium_globosum_GCF_000800475.2_GTDB.r202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3	15	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_globosum;t__Bifidobacterium_globosum_GCF_002282915.1_GTDB.r202	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_globosum;t__Bifidobacterium_globosum_GCF_002706665.1_GTDB.r202	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	64	0	6	0	0	95	147	1	0	0	7	0	0	0	0	0	0
k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_globosum;t__Other	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	32	60	31	0	0	0	0	0	0	0	0	0
